Operation Number,Operation Region,Operation Name,Operation Name (Number),Address Line 1,Address Line 2,City,Zip Code,County,Operation Type,Capacity,Permit Issue Date,Today,Dt Load Process,Effective Date 1/1/22,Operating Status 1/1/22,Permit Status 1/1/22,Effective Date 1/8/22,Operating Status 1/8/22,Permit Status 1/8/22,Effective Date 1/15/22,Operating Status 1/15/22,Permit Status 1/15/22,Effective Date 1/22/22,Operating Status 1/22/22,Permit Status 1/22/22,Effective Date 1/29/22,Operating Status 1/29/22,Permit Status 1/29/22
1728001,7,Appleseed Learning Center,Appleseed Learning Center (1728001),813 BRANDI CIR,,KYLE,78640,HAYS,Licensed Child-Care Home,12,9/30/21,3/2/22,2/7/22,10/1/21,Y,Initial,,,,,,,,,,,,
1728003,3,"Excelsior Preparatory Children's School, LLC","Excelsior Preparatory Children's School, LLC (1728003)",681 GEORGE HOPPER RD,,MIDLOTHIAN,76065,ELLIS,Licensed Center - Child Care Program,163,9/29/21,3/2/22,2/7/22,9/29/21,Y,Initial,,,,,,,,,,,,
1728005,10,Norma  Lopez,Norma  Lopez (1728005),131 N KENAZO AVE,APT 326,HORIZON CITY,79928,EL PASO,Listed Family Home,0,9/27/21,3/2/22,2/7/22,9/27/21,Y,Full,,,,,,,,,,,,
1728014,7,Sauls Empowerment Community Outreach Center,Sauls Empowerment Community Outreach Center (1728014),1602 S LA SALLE ST,,NAVASOTA,77868,GRIMES,Licensed Center - Child Care Program,17,11/10/21,3/2/22,2/7/22,11/10/21,Y,Initial,,,,,,,,,,,,
1728040,7,Silvia Sisk,Silvia Sisk (1728040),904 CARRIE AVE,,KILLEEN,76541,BELL,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,Closed,,,
1728044,4,Jennifer  Vance,Jennifer  Vance (1728044),3039 FM 3384,,PITTSBURG,75686,CAMP,Registered Child-Care Home,12,9/30/21,3/2/22,2/7/22,9/30/21,Y,Full,,,,,,,,,,,,
1728045,8,Gina Nemec,Gina Nemec (1728045),720 N ABBOTT RD,,SAINT HEDWIG,78152,BEXAR,Listed Family Home,3,11/17/21,3/2/22,2/7/22,11/17/21,Y,Full,,,,,,,,,,,,
1728056,7,Poohs Creative Learning Center,Poohs Creative Learning Center (1728056),2904 TRIMMIER RD,STE 5,KILLEEN,76542,BELL,Licensed Center - Child Care Program,71,10/21/21,3/2/22,2/7/22,11/1/21,Y,Initial,,,,,,,,,,,,
1728059,3,Alicia Martinez Servin,Alicia Martinez Servin (1728059),3209 EARLE DR,,HALTOM CITY,76117,TARRANT,Listed Family Home,0,9/16/21,3/2/22,2/7/22,9/16/21,Y,Full,,,,,,,,,,,,
1728064,3,Handprints Child Care 24 LLC,Handprints Child Care 24 LLC (1728064),2763 N BELT LINE RD,,SUNNYVALE,75182,DALLAS,Licensed Center - Child Care Program,170,10/28/21,3/2/22,2/7/22,,Y,Initial,9/8/21,,,,,,,,,,,
1728066,9,Angelica Villa,Angelica Villa (1728066),1801 CASTLEFORD RD,,MIDLAND,79705,MIDLAND,Registered Child-Care Home,6,11/29/21,3/2/22,2/7/22,11/29/21,Y,Full,,,,,,,,,,,,
1728067,3,Mary Erving,Mary Erving (1728067),1544 HIGH POINTE LN,,CEDAR HILL,75104,DALLAS,Listed Family Home,0,9/9/21,3/2/22,2/7/22,9/9/21,Y,Full,,,,,,,,,,,,
1728068,3,Lan Zhang,Lan Zhang (1728068),620 MOSSYCUP OAK DR,,PLANO,75025,COLLIN,Licensed Child-Care Home,12,10/19/21,3/2/22,2/7/22,10/19/21,Y,Initial,,,,,,,,,,,,
1728073,3,Voice of Hope Ministries - Gooch Elementary,Voice of Hope Ministries - Gooch Elementary (1728073),4030 CALCULUS DR,,DALLAS,75244,DALLAS,Licensed Center - Before/After School Program,71,11/15/21,3/2/22,2/7/22,11/15/21,Y,Initial,,,,,,,,,,,,
1728077,6,Huong Dang,Huong Dang (1728077),3238 ASHFIELD DR,,HOUSTON,77082,HARRIS,Registered Child-Care Home,5,10/28/21,3/2/22,2/7/22,10/28/21,Y,Full,,,,,,,,,,,,
1728080,6,Thanh Van Tran,Thanh Van Tran (1728080),13414 CASTLE WAY DR,,HOUSTON,77083,HARRIS,Registered Child-Care Home,11,11/12/21,3/2/22,2/7/22,11/12/21,Y,Full,,,,,,,,,,,,
1728081,3,LaToi Ellis,LaToi Ellis (1728081),1616 NIAGARA BLVD,,LEWISVILLE,75077,DENTON,Registered Child-Care Home,12,11/3/21,3/2/22,2/7/22,11/3/21,Y,Full,,,,,,,,,,,,
1728082,3,Casa de Paz Montessori,Casa de Paz Montessori (1728082),2644 BONNYWOOD LN,,DALLAS,75233,DALLAS,Licensed Center - Child Care Program, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,Closed
1728096,7,Monarch Jr. Academy,Monarch Jr. Academy (1728096),3010 ILLINOIS AVE,,KILLEEN,76543,BELL,Licensed Center - Child Care Program,92,10/21/21,3/2/22,2/7/22,10/21/21,Y,Initial,,,,,,,,,,,,
1728099,3,Play Studio After School,Play Studio After School (1728099),3504 KIMBO RD,,FORT WORTH,76111,TARRANT,Licensed Center - Before/After School Program,45,10/12/21,3/2/22,2/7/22,10/12/21,Y,Initial,,,,,,,,,,,,
1728101,11,The Learning Space Academy,The Learning Space Academy (1728101),1309 FLORES AVE,,LAREDO,78040,WEBB,Licensed Center - Child Care Program,15,11/4/21,3/2/22,2/7/22,11/4/21,Y,Initial,,,,,,,,,,,,
1728104,5,Colorful Kids Connection Daycare LLC,Colorful Kids Connection Daycare LLC (1728104),806 PERSHING AVE,,LUFKIN,75904,ANGELINA,Licensed Center - Child Care Program,57,10/13/21,3/2/22,2/7/22,10/13/21,Y,Initial,,,,,,,1/21/22,N,Closed,,,
1728117,8,Little Me Day Care,Little Me Day Care (1728117),1206 E 3RD ST,,HALLETTSVILLE,77964,LAVACA,Licensed Child-Care Home,12,10/18/21,3/2/22,2/7/22,10/18/21,Y,Initial,,N,Closed,,,,,,,,,
1728123,8,Safe Steps Home Daycare,Safe Steps Home Daycare (1728123),2813 RIDGE BERRY RD,,NEW BRAUNFELS,78130,GUADALUPE,Licensed Child-Care Home,12,9/28/21,3/2/22,2/7/22,9/28/21,Y,Initial,,,,,,,,,,,,
1728126,10,Avelina Vargas,Avelina Vargas (1728126),815 BURGUNDY DR,APT 116,EL PASO,79907,EL PASO,Listed Family Home,0,9/27/21,3/2/22,2/7/22,9/27/21,Y,Full,,,,,,,,,,,,
1728132,11,BGCCB-Ingleside,BGCCB-Ingleside (1728132),2100 ACHIEVEMENT BLVD,,INGLESIDE,78362,SAN PATRICIO,Licensed Center - Before/After School Program,80,11/5/21,3/2/22,2/7/22,11/8/21,Y,Initial,,,,,,,,,,,,
1728134,8,Smart Angels Daycare and Preschool,Smart Angels Daycare and Preschool (1728134),1538 B EIDSON ROAD,,EAGLE PASS,78852,MAVERICK,Licensed Center - Child Care Program,17,11/18/21,3/2/22,2/7/22,11/18/21,Y,Initial,,,,,,,,,,,,
1728138,11,"AVANCE, Inc. Fidel & Andrea Villarreal Elementary","AVANCE, Inc. Fidel & Andrea Villarreal Elementary (1728138)",805 MIRA FLORES AVE,,ZAPATA,78076,ZAPATA,Licensed Center - Child Care Program,34,12/13/21,3/2/22,2/7/22,12/13/21,Y,Initial,,,,,,,,,,,,
1728140,11,"AVANCE, Inc. Zapata South Elementary","AVANCE, Inc. Zapata South Elementary (1728140)",500 DELMAR ST,,ZAPATA,78076,ZAPATA,Licensed Center - Child Care Program,15,10/27/21,3/2/22,2/7/22,10/27/21,Y,Initial,,,,,,,,,,,,
1728143,6,Denise Ann Rios,Denise Ann Rios (1728143),2811 SERENE PL,,SUGAR LAND,77498,FORT BEND,Listed Family Home, , ,3/2/22,2/7/22,,Y,Applicant,,,,,,,,,,,,
1728145,7,Montessori of University Village,Montessori of University Village (1728145),4001 SANDY BROOK DR,,ROUND ROCK,78665,WILLIAMSON,Licensed Center - Child Care Program,170,12/23/21,3/2/22,2/7/22,12/23/21,Y,Initial,,,,,,,,,,,,
1728146,7,Zenaida Govea Villanueva,Zenaida Govea Villanueva (1728146),9807 ORIOLE DR,,AUSTIN,78753,TRAVIS,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1728152,6,Winners Children Academy,Winners Children Academy (1728152),10950 BISSONNET ST,STE A350,HOUSTON,77099,HARRIS,Licensed Center - Child Care Program,52,11/30/21,3/2/22,2/7/22,11/30/21,Y,Initial,,,,,,,,,,,,
1728158,7,The Learning Lodge II,The Learning Lodge II (1728158),1604 FLORENCE RD,,KILLEEN,76541,BELL,Licensed Center - Child Care Program,82,11/15/21,3/2/22,2/7/22,11/15/21,Y,Initial,,,,,,,,,,,,
1728175,3,Natasha Bickham-Ojode,Natasha Bickham-Ojode (1728175),4833 MADYSON RIDGE DR,,FORT WORTH,76133,TARRANT,Listed Family Home,0,9/15/21,3/2/22,2/7/22,9/15/21,Y,Full,,,,,,,,,,,,
1728182,11,"AVANCE, Inc. Arturo L. Benavides Elementary","AVANCE, Inc. Arturo L. Benavides Elementary (1728182)",307 LINCOLN AVE,,SAN YGNACIO,78067,ZAPATA,Licensed Center - Child Care Program,15,11/2/21,3/2/22,2/7/22,11/2/21,Y,Initial,,,,,,,,,,,,
1728183,6,Sharon Vanessa Crawford,Sharon Vanessa Crawford (1728183),15822 CONNERS ACE DR,,SPRING,77379,HARRIS,Listed Family Home,3,11/22/21,3/2/22,2/7/22,11/22/21,Y,Full,,,,,,,,,,,,
1728197,3,Margie Davis,Margie Davis (1728197),6500 REGINA DR,,FORT WORTH,76131,TARRANT,Registered Child-Care Home,12,10/20/21,3/2/22,2/7/22,10/20/21,Y,Full,,,,,,,,,,,,
1728200,11,Corina  Montalvo,Corina  Montalvo (1728200),7602 KINGS LK,,CORPUS CHRISTI,78413,NUECES,Listed Family Home,0,9/20/21,3/2/22,2/7/22,9/20/21,Y,Full,,,,,,,,,,,,
1728201,6,Children Are Our Future LLC,Children Are Our Future LLC (1728201),12155 SHADOW CREEK PKWY,STE 121,PEARLAND,77584,BRAZORIA,Licensed Center - Child Care Program,33,10/1/21,3/2/22,2/7/22,10/1/21,Y,Initial,,,,,,,,,,,,
1728203,1,Sweet Peas Childcare,Sweet Peas Childcare (1728203),1319 N CEDAR ST,,BROWNFIELD,79316,TERRY,Licensed Child-Care Home,12,12/29/21,3/2/22,2/7/22,12/20/21,Y,Initial,,,,,,,,,,,,
1728204,8,Brigid Howard,Brigid Howard (1728204),1875 COUNTY ROAD 777,,DEVINE,78016,MEDINA,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,Closed,,,,,,
1728208,11,Yolanda Vargas Rodriguez,Yolanda Vargas Rodriguez (1728208),1704 GIRASOL ST,,MISSION,78574,HIDALGO,Listed Family Home,0,9/27/21,3/2/22,2/7/22,9/27/21,Y,Full,,,,,,,,,,,,
1728232,3,Children's Lighthouse - Little Elm,Children's Lighthouse - Little Elm (1728232),3001 WOODLAKE PKWY,,LITTLE ELM,75068,DENTON,Licensed Center - Child Care Program,229,10/22/21,3/2/22,2/7/22,10/22/21,Y,Full,,,,,,,,,,,,
1728240,8,Kelsey Franz,Kelsey Franz (1728240),1440 COUNTY ROAD 312,,EDNA,77957,JACKSON,Registered Child-Care Home,12,11/16/21,3/2/22,2/7/22,11/16/21,Y,Full,,,,,,,,,,,,
1728244,6,Brenda Kay Henson,Brenda Kay Henson (1728244),13 5TH AVE N,,TEXAS CITY,77590,GALVESTON,Listed Family Home, , ,3/2/22,2/7/22,,Y,Applicant,,,,,N,,,,,,,
1728253,3,Carolyn  Davenport,Carolyn  Davenport (1728253),913 ABIGALE LN,,DALLAS,75253,DALLAS,Listed Family Home,0,10/6/21,3/2/22,2/7/22,10/6/21,Y,Full,,,,,,,,,,,,
1728254,6,Matreshkin Dom,Matreshkin Dom (1728254),5459 INDIGO ST,,HOUSTON,77096,HARRIS,Licensed Child-Care Home,12,1/26/22,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,1/26/22,Y,Initial
1728255,7,Children's Lighthouse Cedar Park,Children's Lighthouse Cedar Park (1728255),1801 BAGDAD RD,,CEDAR PARK,78613,WILLIAMSON,Licensed Center - Child Care Program,212,11/8/21,3/2/22,2/7/22,11/8/21,Y,Full,,,,,,,,,,,,
1728256,3,Pamela  Lansden,Pamela  Lansden (1728256),849 PACKARD DR,,ARLINGTON,76001,TARRANT,Listed Family Home,3,1/19/22,3/2/22,2/7/22,,N,Applicant,,,,,,,1/19/22,Y,Full,,,
1728258,3,Tammy  Johnson,Tammy  Johnson (1728258),681 N SAGINAW BLVD,APT 811,SAGINAW,76179,TARRANT,Listed Family Home,3,12/7/21,3/2/22,2/7/22,12/7/21,Y,Full,,,,,,,,,,,,
1728259,8,Cari Lyn Dumas,Cari Lyn Dumas (1728259),20914 FOOTHILL PNE,,SAN ANTONIO,78259,BEXAR,Listed Family Home,3,10/14/21,3/2/22,2/7/22,10/14/21,Y,Full,,,,,,,,,,,,
1728296,3,504 ABC Faith and Learning Center,504 ABC Faith and Learning Center (1728296),1211 WILLOW GLEN DR,,DALLAS,75232,DALLAS,Licensed Child-Care Home,12,11/4/21,3/2/22,2/7/22,11/4/21,Y,Initial,,,,,,,,,,,,
1728302,7,Beatrice Mirembe,Beatrice Mirembe (1728302),800 DRACO ST,,KILLEEN,76542,BELL,Listed Family Home,3,10/12/21,3/2/22,2/7/22,10/12/21,Y,Full,,,,,,,,,,,,
1728304,7,Mary Caul Dukes,Mary Caul Dukes (1728304),1443 CORONADO HILLS DR,APT 308,AUSTIN,78752,TRAVIS,Listed Family Home,0,10/6/21,3/2/22,2/7/22,10/6/21,Y,Full,,,,,,,,,,,,
1728319,10,Celene Ramirez,Celene Ramirez (1728319),7768 ROSEDALE ST,,EL PASO,79915,EL PASO,Listed Family Home,0,9/27/21,3/2/22,2/7/22,9/27/21,Y,Full,,,,,,,,,,,,
1728336,3,FirstSteps Homeschool,FirstSteps Homeschool (1728336),433 WINDWARD DR,,LITTLE ELM,75068,DENTON,Licensed Child-Care Home,12,9/29/21,3/2/22,2/7/22,9/29/21,Y,Initial,,,,,,,,,,,,
1728352,6,Lilian Lopez,Lilian Lopez (1728352),2714 HARTE CT,,KATY,77449,HARRIS,Registered Child-Care Home,12,10/14/21,3/2/22,2/7/22,10/14/21,Y,Full,,,,,,,,,,,,
1728356,8,Leakey ISD,Leakey ISD (1728356),429 US-83,,LEAKEY,78873,REAL,Licensed Center - Child Care Program,34,11/18/21,3/2/22,2/7/22,11/18/21,Y,Initial,,,,,,,,,,,,
1728358,10,Norma Silva,Norma Silva (1728358),717 MILTON HENRY,,EL PASO,79932,EL PASO,Listed Family Home,0,9/20/21,3/2/22,2/7/22,9/20/21,Y,Full,,,,,,,,,,,,
1728359,8,Lortiz Babilonia,Lortiz Babilonia (1728359),7578 COPPER CV,,CONVERSE,78109,BEXAR,Registered Child-Care Home,12,10/22/21,3/2/22,2/7/22,10/22/21,Y,Full,,,,,,,,,,,,
1728360,7,KinderCare at Bergstrom Tech,KinderCare at Bergstrom Tech (1728360),6800 BURLESON RD,BLDG 312 STE 170,AUSTIN,78744,TRAVIS,Licensed Center - Child Care Program,75,11/18/21,3/2/22,2/7/22,11/18/21,Y,Initial,,,,,,,,,,,,
1728380,3,Kristi Young,Kristi Young (1728380),1106 DELORES DR,,GARLAND,75040,DALLAS,Licensed Child-Care Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,Closed
1728381,6,Liliam Sorto,Liliam Sorto (1728381),6525 S GESSNER RD,APT 1057,HOUSTON,77036,HARRIS,Listed Family Home,3,11/17/21,3/2/22,2/7/22,11/17/21,Y,Full,,,,,,,,,,,,
1728383,7,Maria Torres,Maria Torres (1728383),12104 RIPRAP DR,,MANOR,78653,TRAVIS,Listed Family Home,3,12/6/21,3/2/22,2/7/22,12/6/21,Y,Full,,,,,,,,,,,,
1728386,3,Arlene Paez,Arlene Paez (1728386),921 MARLIN DR,,MESQUITE,75149,DALLAS,Listed Family Home,3,9/28/21,3/2/22,2/7/22,9/28/21,Y,Full,,,,,,,,,,,,
1728387-809,3,AMA YMCA @ Short Elementary,AMA YMCA @ Short Elementary (1728387-809),2000 CALIFORNIA LN,,ARLINGTON,76015,TARRANT,Licensed Center - Before/After School Program,75,11/5/21,3/2/22,2/7/22,11/5/21,Y,Initial,,,,,,,,,,,,
1728394,7,Trinidad Lael Bilingual Center,Trinidad Lael Bilingual Center (1728394),109 FORT WILLIAM CV,,HUTTO,78634,WILLIAMSON,Licensed Child-Care Home,12,11/12/21,3/2/22,2/7/22,11/12/21,Y,Initial,,,,,,,,,,,,
1728396,3,Heather  Collins,Heather  Collins (1728396),405 KEMP CT,,MANSFIELD,76063,TARRANT,Listed Family Home,3,10/18/21,3/2/22,2/7/22,10/18/21,Y,Full,,,,,,,,,,,,
1728443,6,Teresa Lashawn Thomas,Teresa Lashawn Thomas (1728443),21231 RIVERSIDE RIDGE LN,,KATY,77449,HARRIS,Listed Family Home,3,10/6/21,3/2/22,2/7/22,10/6/21,Y,Full,,,,,,,,,,,,
1728447,3,Santa Roman,Santa Roman (1728447),9400 PINE BLUFF TRL,TRL 282,LITTLE ELM,75068,DENTON,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1728454,2,Hamlin ISD Early Head Start,Hamlin ISD Early Head Start (1728454),405 NW 5TH ST,,HAMLIN,79520,JONES,Licensed Center - Child Care Program,8,9/29/21,3/2/22,2/7/22,9/29/21,Y,Initial,,,,,,,,,,,,
1728458,6,Kids R Kids #61 TX,Kids R Kids #61 TX (1728458),10602 S FRY RD,,KATY,77494,FORT BEND,Licensed Center - Child Care Program,368,10/25/21,3/2/22,2/7/22,10/8/21,Y,Initial,10/25/21,,,,,,,,,,,
1728475,1,Britney Laub,Britney Laub (1728475),1031 SE 58TH AVE,,AMARILLO,79118,RANDALL,Listed Family Home,3,11/4/21,3/2/22,2/7/22,11/4/21,Y,Full,,,,,,,,,,,,
1728496-809,3,AMA YMCA @ Lynn Hale Elementary,AMA YMCA @ Lynn Hale Elementary (1728496-809),2400 E MAYFIELD RD,,ARLINGTON,76014,TARRANT,Licensed Center - Before/After School Program,75,12/7/21,3/2/22,2/7/22,12/7/21,Y,Initial,,,,,,,,,,,,
1728497-809,3,AMA YMCA @McNutt Elementary,AMA YMCA @McNutt Elementary (1728497-809),3609 S CENTER ST,,ARLINGTON,76014,TARRANT,Licensed Center - Before/After School Program,75,12/8/21,3/2/22,2/7/22,12/8/21,Y,Initial,,,,,,,,,,,,
1728540,6,Albernisha Evans,Albernisha Evans (1728540),630 COLONY LAKE ESTATES DR,APT 314,STAFFORD,77477,FORT BEND,Registered Child-Care Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1728545,3,Elise Blaine,Elise Blaine (1728545),821 AUSTIN LN,,LAVON,75166,COLLIN,Listed Family Home,3,10/28/21,3/2/22,2/7/22,10/28/21,Y,Full,,,,,,,,,,,,
1728547,7,Abacus Children's Academy,Abacus Children's Academy (1728547),2300 ROWE LANE,STE 104,PFLUGERVILLE,78660,TRAVIS,Licensed Center - Child Care Program,129,10/19/21,3/2/22,2/7/22,12/7/21,N,Full,,,,,,,,,,,,
1728576,11,Rise and Shine Learning Center,Rise and Shine Learning Center (1728576),524 N MAIN ST,,DONNA,78537,HIDALGO,Licensed Center - Child Care Program,78,11/12/21,3/2/22,2/7/22,11/12/21,Y,Initial,,,,,,,,,,,,
1728583,6,Latanya  Anderson,Latanya  Anderson (1728583),5430 CASA MARTIN DR,,KATY,77449,HARRIS,Registered Child-Care Home,12,11/2/21,3/2/22,2/7/22,11/2/21,Y,Full,,,,,,,,,,,,
1728606,3,Firm Foundation Early Learning Center,Firm Foundation Early Learning Center (1728606),1013 CHERRY BLOSSOM ST,,ANNA,75409,COLLIN,Licensed Child-Care Home,12,10/21/21,3/2/22,2/7/22,10/21/21,Y,Initial,,,,,,,,,,,,
1728608,8,Smarty Pants Learning Center,Smarty Pants Learning Center (1728608),6749 BANDERA RD,,SAN ANTONIO,78238,BEXAR,Licensed Center - Child Care Program,34,11/2/21,3/2/22,2/7/22,11/2/21,Y,Initial,,,,,,,,,,,,
1728615,6,Small World Learning Academy,Small World Learning Academy (1728615),5018 ANTOINE DR,,HOUSTON,77092,HARRIS,Licensed Center - Child Care Program,52,10/25/21,3/2/22,2/7/22,10/25/21,Y,Initial,,,,,,,,,,,,
1728618,11,Graciela  Saldana,Graciela  Saldana (1728618),2617 GRANJENO AVE,,HIDALGO,78557,HIDALGO,Registered Child-Care Home,11,10/26/21,3/2/22,2/7/22,10/26/21,Y,Full,,,,,,,,,,,,
1728619,7,Green House Day Care,Green House Day Care (1728619),1170 COUNTY ROAD 108,,HUTTO,78634,WILLIAMSON,Licensed Child-Care Home,12,10/28/21,3/2/22,2/7/22,10/28/21,Y,Initial,,,,,,,,,,,,
1728620,10,rosalinda santibanez,rosalinda santibanez (1728620),9237 CARRANZA DR,# B,EL PASO,79907,EL PASO,Listed Family Home,0,10/25/21,3/2/22,2/7/22,10/25/21,Y,Full,,,,,,,,,,,,
1728635,3,Maggie  Lopez,Maggie  Lopez (1728635),3608 CLEARVIEW DR,,CORINTH,76210,DENTON,Listed Family Home,3,10/6/21,3/2/22,2/7/22,10/6/21,Y,Full,,,,,,,,,,,,
1728636,7,Ailin  Rodriguez,Ailin  Rodriguez (1728636),1310 GARDEN PATH DR,,ROUND ROCK,78664,WILLIAMSON,Registered Child-Care Home,12,10/25/21,3/2/22,2/7/22,10/26/21,Y,Full,,,,,,,,,,,,
1728637,3,Florice  Diggs,Florice  Diggs (1728637),1127 LEIGH LN,,DUNCANVILLE,75137,DALLAS,Listed Family Home,0,9/30/21,3/2/22,2/7/22,9/30/21,Y,Full,,,,,,,,,,,,
1728646,3,PangayarSelv Shanmugasundaram,PangayarSelv Shanmugasundaram (1728646),6825 DENALI DR,,MCKINNEY,75070,COLLIN,Listed Family Home,3,10/4/21,3/2/22,2/7/22,10/4/21,Y,Full,,,,,,,,,,,,
1728647,3,Ziyadah  Shahid,Ziyadah  Shahid (1728647),8406 FAIRFAX AVE,,ROWLETT,75089,DALLAS,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1728648,3,Abigale  McCullough,Abigale  McCullough (1728648),109 ASHLYN CT,,WHITESBORO,76273,GRAYSON,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1728656,3,O'Shaya Lewis,O'Shaya Lewis (1728656),4307 WYOMING ST,APT 243,DALLAS,75211,DALLAS,Listed Family Home,3,10/11/21,3/2/22,2/7/22,10/11/21,Y,Full,,,,,,,,,,,,
1728662,3,Angelina  Martinez,Angelina  Martinez (1728662),2328 HARVEST HILL DR,,DENTON,76208,DENTON,Registered Child-Care Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1728675,3,Traci Young,Traci Young (1728675),4005 GERMAN POINTER WAY,,FORT WORTH,76123,TARRANT,Registered Child-Care Home,11,11/12/21,3/2/22,2/7/22,11/12/21,Y,Full,,,,,,,,,,,,
1728676,6,Hang Nghiem,Hang Nghiem (1728676),18802 PARK KEY CIR,,HOUSTON,77084,HARRIS,Registered Child-Care Home,12,11/30/21,3/2/22,2/7/22,11/30/21,Y,Full,,,,,,,,,,,,
1728689,6,Sirin Suleiman Saleh,Sirin Suleiman Saleh (1728689),2670 MARILEE LN,APT B13,HOUSTON,77057,HARRIS,Listed Family Home,3,11/8/21,3/2/22,2/7/22,11/8/21,Y,Full,,,,,,,,,,,,
1728690,5,Michele Sharee Nichols,Michele Sharee Nichols (1728690),2540 W PARK AVE,APT 611,ORANGE,77630,ORANGE,Listed Family Home,3,11/8/21,3/2/22,2/7/22,11/8/21,Y,Full,,,,,,,,,,,,
1728692,11,Child of Mine Learning Center,Child of Mine Learning Center (1728692),3221 N 38TH ST,,MCALLEN,78501,HIDALGO,Licensed Center - Child Care Program,24,10/29/21,3/2/22,2/7/22,11/1/21,Y,Initial,,,,,,,,,,,,
1728693,6,Growing Together Preschool and Daycare,Growing Together Preschool and Daycare (1728693),14600 GLADEBROOK DR,,HOUSTON,77068,HARRIS,Licensed Center - Child Care Program,153,11/8/21,3/2/22,2/7/22,11/8/21,Y,Initial,,,,,,,,,,,,
1728702,7,Tooties Tender Care Child Care,Tooties Tender Care Child Care (1728702),2721 SILVER MAPLE DR,,BRYAN,77803,BRAZOS,Licensed Child-Care Home,12,11/8/21,3/2/22,2/7/22,11/8/21,Y,Initial,,,,,,,,,,,,
1728735,7,Greater Needs Learning Academy,Greater Needs Learning Academy (1728735),2601 BACON RANCH RD,STE A101,KILLEEN,76542,BELL,Licensed Center - Child Care Program,45,10/22/21,3/2/22,2/7/22,10/22/21,Y,Initial,,,,,,,,,,,,
1728736,6,Apple Grove Daycare and Preschool,Apple Grove Daycare and Preschool (1728736),16816 THEISS MAIL ROUTE RD,,SPRING,77379,HARRIS,Licensed Center - Child Care Program,94,12/10/21,3/2/22,2/7/22,12/10/21,Y,Initial,,,,,,,,,,,,
1728759,6,Happy Days Childcare Champions,Happy Days Childcare Champions (1728759),5187  CYPRESS CREEK PKWY,,HOUSTON,77069,HARRIS,Licensed Center - Child Care Program,58,11/3/21,3/2/22,2/7/22,11/3/21,Y,Initial,,,,,,,,,,,,
1728775,6,Poe Nursery School,Poe Nursery School (1728775),5315 MAIN ST,,HOUSTON,77004,HARRIS,Licensed Center - Child Care Program,34,10/21/21,3/2/22,2/7/22,10/21/21,Y,Initial,,,,,,,,,,,,
1728779,6,Joyful Care Daycare,Joyful Care Daycare (1728779),18634 DESERT MARIGOLD DR,,HOUSTON,77073,HARRIS,Licensed Child-Care Home,9,11/2/21,3/2/22,2/7/22,11/2/21,Y,Initial,,,,,,,,,,,,
1728783,8,Adriana Becerra,Adriana Becerra (1728783),6707 WASHITA WAY,,SAN ANTONIO,78256,BEXAR,Registered Child-Care Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1728784,8,Follow My Heart,Follow My Heart (1728784),213 3RD STREET,,VANDERBILT,77991,JACKSON,Licensed Child-Care Home,12,12/28/21,3/2/22,2/7/22,12/28/21,Y,Initial,,,,,,,,,,,,
1728792,3,Dunkin Academy of Forney,Dunkin Academy of Forney (1728792),518 PINSON RD,,FORNEY,75126,KAUFMAN,Licensed Center - Child Care Program,202,11/5/21,3/2/22,2/7/22,11/5/21,Y,Full,,,,,,,,,,,,
1728810,6,Z1Z2 Early Learning Center,Z1Z2 Early Learning Center (1728810),23221 ALDINE WESTFIELD RD,,SPRING,77373,HARRIS,Licensed Center - Child Care Program,28,11/29/21,3/2/22,2/7/22,11/29/21,Y,Initial,,,,,,,,,,,,
1728839,3,Hope  Phan,Hope  Phan (1728839),7020 PLAYA,,GRAND PRAIRIE,75054,TARRANT,Registered Child-Care Home,12,12/2/21,3/2/22,2/7/22,12/2/21,Y,Full,,,,,,,,,,,,
1728856,6,Lillian Pichon,Lillian Pichon (1728856),4622 POPPY CREST CT,,RICHMOND,77469,FORT BEND,Listed Family Home,0,10/8/21,3/2/22,2/7/22,10/8/21,Y,Full,,,,,,,,,,,,
1728862,3,Barbara Turner,Barbara Turner (1728862),109 CLOUDCROFT DR,,WYLIE,75098,COLLIN,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1728880,6,TrustKids Academy,TrustKids Academy (1728880),811 DERBY LN,,MISSOURI CITY,77489,FORT BEND,Licensed Child-Care Home,12,10/13/21,3/2/22,2/7/22,10/13/21,Y,Initial,,,,,,,,,,,,
